hospital,Категорія діагнозу,Діагноз,visit_month,Стать,age,counts
1,Опорно-рухова система,L88 Ревматоїдний / серопозитивний артрит ,2019-12,Жіноча,y65+,13
1,Опорно-рухова система,L88 Ревматоїдний / серопозитивний артрит ,2019-12,Чоловіча,y40-64,1
1,Опорно-рухова система,L88 Ревматоїдний / серопозитивний артрит ,2019-12,Чоловіча,y6-17,1
1,Опорно-рухова система,L88 Ревматоїдний / серопозитивний артрит ,2019-12,Чоловіча,y65+,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-01,Жіноча,y40-64,3
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-02,Жіноча,y40-64,4
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-02,Жіноча,y65+,3
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-02,Чоловіча,y65+,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-03,Жіноча,y40-64,4
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-03,Жіноча,y65+,10
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-04,Жіноча,y18-39,2
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-04,Жіноча,y40-64,9
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-04,Жіноча,y65+,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-04,Чоловіча,y65+,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-05,Жіноча,y40-64,7
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-05,Жіноча,y65+,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-05,Чоловіча,y40-64,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-05,Чоловіча,y65+,2
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-06,Жіноча,y40-64,6
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-06,Жіноча,y65+,4
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-06,Чоловіча,y65+,2
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-07,Жіноча,y18-39,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-07,Жіноча,y65+,9
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-07,Чоловіча,y40-64,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-07,Чоловіча,y65+,2
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-08,Жіноча,y65+,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-08,Чоловіча,y65+,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-09,Жіноча,y40-64,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-09,Жіноча,y65+,7
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-09,Чоловіча,y65+,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-10,Жіноча,y18-39,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-10,Жіноча,y40-64,4
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-10,Жіноча,y65+,9
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-10,Чоловіча,y40-64,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-11,Жіноча,y65+,3
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-12,Жіноча,y18-39,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-12,Жіноча,y40-64,4
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-12,Жіноча,y65+,1
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-12,Чоловіча,y40-64,4
1,Опорно-рухова система,L89 Остеоартроз кульшового суглоба ,2019-12,Чоловіча,y65+,4
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-01,Жіноча,y18-39,3
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-01,Жіноча,y40-64,13
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-01,Жіноча,y65+,4
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-01,Чоловіча,y40-64,4
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-01,Чоловіча,y65+,5
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-02,Жіноча,y18-39,1
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-02,Жіноча,y40-64,24
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-02,Жіноча,y65+,18
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-02,Чоловіча,y40-64,10
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-02,Чоловіча,y65+,8
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-03,Жіноча,y18-39,2
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-03,Жіноча,y40-64,35
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-03,Жіноча,y65+,30
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-03,Чоловіча,y18-39,1
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-03,Чоловіча,y40-64,17
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-03,Чоловіча,y65+,11
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-04,Жіноча,y18-39,11
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-04,Жіноча,y40-64,38
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-04,Жіноча,y65+,35
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-04,Чоловіча,y18-39,1
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-04,Чоловіча,y40-64,6
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-04,Чоловіча,y65+,7
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-05,Жіноча,y18-39,3
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-05,Жіноча,y40-64,37
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-05,Жіноча,y65+,20
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-05,Чоловіча,y18-39,1
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-05,Чоловіча,y40-64,23
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-05,Чоловіча,y65+,6
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-06,Жіноча,y40-64,12
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-06,Жіноча,y65+,24
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-06,Чоловіча,y18-39,1
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-06,Чоловіча,y40-64,10
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-06,Чоловіча,y65+,9
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-07,Жіноча,y40-64,18
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-07,Жіноча,y65+,41
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-07,Чоловіча,y18-39,1
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-07,Чоловіча,y40-64,8
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-07,Чоловіча,y65+,13
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-08,Жіноча,y18-39,1
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-08,Жіноча,y40-64,21
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-08,Жіноча,y65+,22
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-08,Чоловіча,y18-39,1
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-08,Чоловіча,y40-64,10
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-08,Чоловіча,y65+,3
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-09,Жіноча,y18-39,3
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-09,Жіноча,y40-64,36
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-09,Жіноча,y65+,22
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-09,Чоловіча,y18-39,2
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-09,Чоловіча,y40-64,12
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-09,Чоловіча,y65+,12
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-10,Жіноча,y18-39,1
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-10,Жіноча,y40-64,11
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-10,Жіноча,y65+,21
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-10,Чоловіча,y18-39,3
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-10,Чоловіча,y40-64,16
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-10,Чоловіча,y65+,4
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-11,Жіноча,y40-64,19
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-11,Жіноча,y65+,15
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-11,Чоловіча,y40-64,11
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-11,Чоловіча,y65+,5
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-12,Жіноча,y40-64,26
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-12,Жіноча,y65+,23
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-12,Чоловіча,y18-39,2
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-12,Чоловіча,y40-64,9
1,Опорно-рухова система,L90 Остеоартроз колінного суглоба ,2019-12,Чоловіча,y65+,8
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-01,Жіноча,y40-64,9
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-01,Жіноча,y65+,7
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-02,Жіноча,y18-39,3
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-02,Жіноча,y40-64,15
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-02,Жіноча,y65+,19
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-02,Чоловіча,y18-39,1
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-02,Чоловіча,y40-64,1
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-02,Чоловіча,y65+,6
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-03,Жіноча,y18-39,5
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-03,Жіноча,y40-64,12
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-03,Жіноча,y65+,21
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-03,Чоловіча,y18-39,2
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-03,Чоловіча,y40-64,9
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-03,Чоловіча,y65+,5
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-04,Жіноча,y18-39,1
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-04,Жіноча,y40-64,19
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-04,Жіноча,y65+,19
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-04,Чоловіча,y18-39,6
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-04,Чоловіча,y40-64,19
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-04,Чоловіча,y65+,5
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-05,Жіноча,y18-39,7
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-05,Жіноча,y40-64,31
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-05,Жіноча,y65+,22
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-05,Чоловіча,y0-5,1
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-05,Чоловіча,y18-39,1
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-05,Чоловіча,y40-64,13
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-05,Чоловіча,y65+,4
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-06,Жіноча,y18-39,5
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-06,Жіноча,y40-64,17
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-06,Жіноча,y65+,21
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-06,Чоловіча,y0-5,2
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-06,Чоловіча,y18-39,6
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-06,Чоловіча,y40-64,14
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-06,Чоловіча,y65+,8
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-07,Жіноча,y18-39,3
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-07,Жіноча,y40-64,25
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-07,Жіноча,y65+,19
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-07,Чоловіча,y0-5,1
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-07,Чоловіча,y18-39,8
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-07,Чоловіча,y40-64,11
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-07,Чоловіча,y65+,2
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-08,Жіноча,y18-39,3
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-08,Жіноча,y40-64,27
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-08,Жіноча,y65+,21
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-08,Чоловіча,y18-39,7
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-08,Чоловіча,y40-64,28
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-08,Чоловіча,y65+,10
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-09,Жіноча,y18-39,2
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-09,Жіноча,y40-64,26
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-09,Жіноча,y65+,41
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-09,Чоловіча,y0-5,1
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-09,Чоловіча,y18-39,4
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-09,Чоловіча,y40-64,15
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-09,Чоловіча,y65+,9
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-10,Жіноча,y18-39,5
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-10,Жіноча,y40-64,31
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-10,Жіноча,y65+,21
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-10,Чоловіча,y40-64,15
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-10,Чоловіча,y65+,12
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-11,Жіноча,y18-39,2
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-11,Жіноча,y40-64,19
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-11,Жіноча,y65+,18
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-11,Чоловіча,y0-5,1
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-11,Чоловіча,y18-39,2
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-11,Чоловіча,y40-64,17
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-11,Чоловіча,y65+,10
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-12,Жіноча,y40-64,22
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-12,Жіноча,y6-17,1
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-12,Жіноча,y65+,21
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-12,Чоловіча,y18-39,1
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-12,Чоловіча,y40-64,13
1,Опорно-рухова система,L91 Остеоартроз ін. ,2019-12,Чоловіча,y65+,8
1,Опорно-рухова система,L92 Плечовий синдром ,2019-02,Жіноча,y40-64,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-02,Жіноча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-02,Чоловіча,y65+,4
1,Опорно-рухова система,L92 Плечовий синдром ,2019-03,Жіноча,y6-17,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-03,Жіноча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-03,Чоловіча,y18-39,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-03,Чоловіча,y40-64,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-03,Чоловіча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-04,Жіноча,y40-64,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-04,Жіноча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-04,Чоловіча,y40-64,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-05,Жіноча,y40-64,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-05,Жіноча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-05,Чоловіча,y18-39,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-05,Чоловіча,y40-64,2
1,Опорно-рухова система,L92 Плечовий синдром ,2019-05,Чоловіча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-06,Жіноча,y40-64,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-06,Жіноча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-06,Чоловіча,y18-39,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-06,Чоловіча,y40-64,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-06,Чоловіча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-08,Жіноча,y18-39,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-08,Жіноча,y40-64,6
1,Опорно-рухова система,L92 Плечовий синдром ,2019-08,Жіноча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-08,Чоловіча,y18-39,2
1,Опорно-рухова система,L92 Плечовий синдром ,2019-09,Жіноча,y40-64,6
1,Опорно-рухова система,L92 Плечовий синдром ,2019-09,Жіноча,y65+,3
1,Опорно-рухова система,L92 Плечовий синдром ,2019-10,Жіноча,y18-39,5
1,Опорно-рухова система,L92 Плечовий синдром ,2019-10,Жіноча,y40-64,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-10,Жіноча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-11,Жіноча,y40-64,3
1,Опорно-рухова система,L92 Плечовий синдром ,2019-11,Чоловіча,y40-64,3
1,Опорно-рухова система,L92 Плечовий синдром ,2019-11,Чоловіча,y65+,1
1,Опорно-рухова система,L92 Плечовий синдром ,2019-12,Жіноча,y40-64,2
1,Опорно-рухова система,L92 Плечовий синдром ,2019-12,Чоловіча,y40-64,1
1,Опорно-рухова система,L94 Остеохондроз ,2019-01,Жіноча,y18-39,8
1,Опорно-рухова система,L94 Остеохондроз ,2019-01,Жіноча,y40-64,33
1,Опорно-рухова система,L94 Остеохондроз ,2019-01,Жіноча,y65+,15
1,Опорно-рухова система,L94 Остеохондроз ,2019-01,Чоловіча,y18-39,6
1,Опорно-рухова система,L94 Остеохондроз ,2019-01,Чоловіча,y40-64,18
1,Опорно-рухова система,L94 Остеохондроз ,2019-01,Чоловіча,y65+,5
1,Опорно-рухова система,L94 Остеохондроз ,2019-02,Жіноча,y18-39,8
1,Опорно-рухова система,L94 Остеохондроз ,2019-02,Жіноча,y40-64,51
1,Опорно-рухова система,L94 Остеохондроз ,2019-02,Жіноча,y6-17,3
1,Опорно-рухова система,L94 Остеохондроз ,2019-02,Жіноча,y65+,27
1,Опорно-рухова система,L94 Остеохондроз ,2019-02,Чоловіча,y18-39,27
1,Опорно-рухова система,L94 Остеохондроз ,2019-02,Чоловіча,y40-64,32
1,Опорно-рухова система,L94 Остеохондроз ,2019-02,Чоловіча,y65+,25
1,Опорно-рухова система,L94 Остеохондроз ,2019-03,Жіноча,y18-39,25
1,Опорно-рухова система,L94 Остеохондроз ,2019-03,Жіноча,y40-64,48
1,Опорно-рухова система,L94 Остеохондроз ,2019-03,Жіноча,y65+,41
1,Опорно-рухова система,L94 Остеохондроз ,2019-03,Чоловіча,y18-39,23
1,Опорно-рухова система,L94 Остеохондроз ,2019-03,Чоловіча,y40-64,46
1,Опорно-рухова система,L94 Остеохондроз ,2019-03,Чоловіча,y65+,10
1,Опорно-рухова система,L94 Остеохондроз ,2019-04,Жіноча,y18-39,27
1,Опорно-рухова система,L94 Остеохондроз ,2019-04,Жіноча,y40-64,48
1,Опорно-рухова система,L94 Остеохондроз ,2019-04,Жіноча,y65+,30
1,Опорно-рухова система,L94 Остеохондроз ,2019-04,Чоловіча,y18-39,22
1,Опорно-рухова система,L94 Остеохондроз ,2019-04,Чоловіча,y40-64,41
1,Опорно-рухова система,L94 Остеохондроз ,2019-04,Чоловіча,y6-17,1
1,Опорно-рухова система,L94 Остеохондроз ,2019-04,Чоловіча,y65+,14
1,Опорно-рухова система,L94 Остеохондроз ,2019-05,Жіноча,y18-39,20
1,Опорно-рухова система,L94 Остеохондроз ,2019-05,Жіноча,y40-64,59
1,Опорно-рухова система,L94 Остеохондроз ,2019-05,Жіноча,y65+,38
1,Опорно-рухова система,L94 Остеохондроз ,2019-05,Чоловіча,y18-39,26
1,Опорно-рухова система,L94 Остеохондроз ,2019-05,Чоловіча,y40-64,30
1,Опорно-рухова система,L94 Остеохондроз ,2019-05,Чоловіча,y6-17,1
1,Опорно-рухова система,L94 Остеохондроз ,2019-05,Чоловіча,y65+,3
1,Опорно-рухова система,L94 Остеохондроз ,2019-06,Жіноча,y18-39,26
1,Опорно-рухова система,L94 Остеохондроз ,2019-06,Жіноча,y40-64,44
1,Опорно-рухова система,L94 Остеохондроз ,2019-06,Жіноча,y65+,38
1,Опорно-рухова система,L94 Остеохондроз ,2019-06,Чоловіча,y18-39,10
1,Опорно-рухова система,L94 Остеохондроз ,2019-06,Чоловіча,y40-64,30
1,Опорно-рухова система,L94 Остеохондроз ,2019-06,Чоловіча,y65+,6
1,Опорно-рухова система,L94 Остеохондроз ,2019-07,Жіноча,y18-39,25
1,Опорно-рухова система,L94 Остеохондроз ,2019-07,Жіноча,y40-64,76
1,Опорно-рухова система,L94 Остеохондроз ,2019-07,Жіноча,y65+,59
1,Опорно-рухова система,L94 Остеохондроз ,2019-07,Чоловіча,y18-39,14
1,Опорно-рухова система,L94 Остеохондроз ,2019-07,Чоловіча,y40-64,39
1,Опорно-рухова система,L94 Остеохондроз ,2019-07,Чоловіча,y65+,14
1,Опорно-рухова система,L94 Остеохондроз ,2019-08,Жіноча,y18-39,14
1,Опорно-рухова система,L94 Остеохондроз ,2019-08,Жіноча,y40-64,58
1,Опорно-рухова система,L94 Остеохондроз ,2019-08,Жіноча,y65+,42
1,Опорно-рухова система,L94 Остеохондроз ,2019-08,Чоловіча,y18-39,29
1,Опорно-рухова система,L94 Остеохондроз ,2019-08,Чоловіча,y40-64,43
1,Опорно-рухова система,L94 Остеохондроз ,2019-08,Чоловіча,y6-17,1
1,Опорно-рухова система,L94 Остеохондроз ,2019-08,Чоловіча,y65+,10
1,Опорно-рухова система,L94 Остеохондроз ,2019-09,Жіноча,y18-39,19
1,Опорно-рухова система,L94 Остеохондроз ,2019-09,Жіноча,y40-64,69
1,Опорно-рухова система,L94 Остеохондроз ,2019-09,Жіноча,y6-17,2
1,Опорно-рухова система,L94 Остеохондроз ,2019-09,Жіноча,y65+,46
1,Опорно-рухова система,L94 Остеохондроз ,2019-09,Чоловіча,y18-39,27
1,Опорно-рухова система,L94 Остеохондроз ,2019-09,Чоловіча,y40-64,58
1,Опорно-рухова система,L94 Остеохондроз ,2019-09,Чоловіча,y65+,8
1,Опорно-рухова система,L94 Остеохондроз ,2019-10,Жіноча,y18-39,34
1,Опорно-рухова система,L94 Остеохондроз ,2019-10,Жіноча,y40-64,84
1,Опорно-рухова система,L94 Остеохондроз ,2019-10,Жіноча,y65+,48
1,Опорно-рухова система,L94 Остеохондроз ,2019-10,Чоловіча,y18-39,40
1,Опорно-рухова система,L94 Остеохондроз ,2019-10,Чоловіча,y40-64,61
1,Опорно-рухова система,L94 Остеохондроз ,2019-10,Чоловіча,y6-17,1
1,Опорно-рухова система,L94 Остеохондроз ,2019-10,Чоловіча,y65+,15
1,Опорно-рухова система,L94 Остеохондроз ,2019-11,Жіноча,y18-39,35
1,Опорно-рухова система,L94 Остеохондроз ,2019-11,Жіноча,y40-64,44
1,Опорно-рухова система,L94 Остеохондроз ,2019-11,Жіноча,y65+,45
1,Опорно-рухова система,L94 Остеохондроз ,2019-11,Чоловіча,y0-5,1
1,Опорно-рухова система,L94 Остеохондроз ,2019-11,Чоловіча,y18-39,17
1,Опорно-рухова система,L94 Остеохондроз ,2019-11,Чоловіча,y40-64,45
1,Опорно-рухова система,L94 Остеохондроз ,2019-11,Чоловіча,y65+,13
1,Опорно-рухова система,L94 Остеохондроз ,2019-12,Жіноча,y0-5,1
1,Опорно-рухова система,L94 Остеохондроз ,2019-12,Жіноча,y18-39,24
1,Опорно-рухова система,L94 Остеохондроз ,2019-12,Жіноча,y40-64,49
1,Опорно-рухова система,L94 Остеохондроз ,2019-12,Жіноча,y65+,45
1,Опорно-рухова система,L94 Остеохондроз ,2019-12,Чоловіча,y18-39,8
1,Опорно-рухова система,L94 Остеохондроз ,2019-12,Чоловіча,y40-64,40
1,Опорно-рухова система,L94 Остеохондроз ,2019-12,Чоловіча,y65+,20
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-01,Чоловіча,y0-5,1
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-01,Чоловіча,y18-39,1
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-02,Жіноча,y6-17,1
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-02,Жіноча,y65+,1
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-03,Жіноча,y6-17,1
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-03,Чоловіча,y18-39,1
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-04,Жіноча,y18-39,2
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-04,Чоловіча,y6-17,1
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-05,Жіноча,y18-39,1
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-05,Жіноча,y40-64,2
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-05,Жіноча,y65+,2
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-05,Чоловіча,y65+,2
1,Опорно-рухова система,L98 Набута деформація кінцівки ,2019-06,Жіноча,y0-5,3
