hospital,Діагноз,visit_month,Стать,age,counts,counts_unique
2,"U99 Захворювання сечової системи, інші  ",2019-05,Чоловіча,y40-64,3,2.0
5,K90 Інсульт / порушення мозкового кровообігу ,2019-05,Чоловіча,y65+,3,
3,A72 Вітряна віспа  ,2019-05,Чоловіча,y6-17,3,1.0
5,K90 Інсульт / порушення мозкового кровообігу ,2019-05,Чоловіча,y40-64,3,2.0
1,R90 Гіпертрофія мигдалин / аденоїди  ,2019-05,Чоловіча,y0-5,1,1.0
1,R90 Гіпертрофія мигдалин / аденоїди  ,2019-05,Чоловіча,y6-17,4,3.0
2,U95 Сечокам'яна хвороба ,2019-05,Чоловіча,y65+,1,1.0
2,U95 Сечокам'яна хвороба ,2019-05,Чоловіча,y40-64,3,2.0
5,K90 Інсульт / порушення мозкового кровообігу ,2019-05,Жіноча,y40-64,2,1.0
5,K90 Інсульт / порушення мозкового кровообігу ,2019-05,Жіноча,,1,1.0
1,R84 Злоякісне новоутворення бронхів / легень  ,2019-05,Жіноча,y40-64,2,
2,U95 Сечокам'яна хвороба ,2019-05,Чоловіча,y18-39,1,
2,U95 Сечокам'яна хвороба ,2019-05,Жіноча,y65+,2,
5,R79 Хронічний бронхіт  ,2019-05,Жіноча,y40-64,3,3.0
5,R79 Хронічний бронхіт  ,2019-05,Жіноча,y65+,7,1.0
5,K90 Інсульт / порушення мозкового кровообігу ,2019-05,Жіноча,y65+,2,
1,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y18-39,63,24.0
1,R83 Респіраторні інфекції інші  ,2019-05,Чоловіча,y6-17,18,12.0
1,R83 Респіраторні інфекції інші  ,2019-05,Чоловіча,y18-39,9,1.0
3,A77 Вірусні захворювання інші / БДУ  ,2019-05,Жіноча,y65+,1,1.0
3,A77 Вірусні захворювання інші / БДУ  ,2019-05,Чоловіча,y0-5,17,13.0
3,A77 Вірусні захворювання інші / БДУ  ,2019-05,Чоловіча,y18-39,11,9.0
3,A77 Вірусні захворювання інші / БДУ  ,2019-05,Чоловіча,y40-64,7,6.0
1,R96 Астма  ,2019-05,Чоловіча,y40-64,5,1.0
1,R96 Астма  ,2019-05,Чоловіча,y6-17,9,9.0
2,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-05,Чоловіча,y6-17,3,2.0
2,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-05,Жіноча,y65+,2,1.0
2,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-05,Жіноча,y6-17,4,4.0
2,T90 Інсулінонезалежний цукровий діабет  ,2019-05,Чоловіча,y65+,38,22.0
2,T90 Інсулінонезалежний цукровий діабет  ,2019-05,Чоловіча,y40-64,18,5.0
3,A77 Вірусні захворювання інші / БДУ  ,2019-05,Чоловіча,y6-17,12,11.0
3,A78 Інфекційні захворювання інші / БДУ  ,2019-05,Жіноча,y18-39,1,1.0
3,A78 Інфекційні захворювання інші / БДУ  ,2019-05,Жіноча,y40-64,1,1.0
3,A78 Інфекційні захворювання інші / БДУ  ,2019-05,Чоловіча,y18-39,1,1.0
3,A78 Інфекційні захворювання інші / БДУ  ,2019-05,Чоловіча,y40-64,3,1.0
3,A92 Алергія / алергічна реакція БДУ  ,2019-05,Жіноча,y0-5,1,1.0
3,A92 Алергія / алергічна реакція БДУ  ,2019-05,Жіноча,y40-64,1,1.0
3,A92 Алергія / алергічна реакція БДУ  ,2019-05,Жіноча,y6-17,1,1.0
3,A92 Алергія / алергічна реакція БДУ  ,2019-05,Жіноча,y65+,2,2.0
3,A92 Алергія / алергічна реакція БДУ  ,2019-05,Чоловіча,y40-64,1,
2,T90 Інсулінонезалежний цукровий діабет  ,2019-05,Чоловіча,y18-39,2,
2,T90 Інсулінонезалежний цукровий діабет  ,2019-05,Жіноча,y65+,77,36.0
3,A77 Вірусні захворювання інші / БДУ  ,2019-05,Жіноча,y6-17,7,5.0
3,A77 Вірусні захворювання інші / БДУ  ,2019-05,Жіноча,y40-64,11,6.0
3,A77 Вірусні захворювання інші / БДУ  ,2019-05,Жіноча,y18-39,15,6.0
1,R96 Астма  ,2019-05,Чоловіча,y18-39,1,
1,R83 Респіраторні інфекції інші  ,2019-05,Чоловіча,y0-5,17,11.0
1,R83 Респіраторні інфекції інші  ,2019-05,Чоловіча,,7,2.0
1,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,y6-17,15,6.0
1,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,y40-64,9,3.0
1,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,y18-39,4,2.0
1,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,y0-5,21,8.0
1,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,,2,
5,K91 Захворювання судин мозку ,2019-05,Жіноча,,8,5.0
5,K91 Захворювання судин мозку ,2019-05,Жіноча,y18-39,1,1.0
5,K91 Захворювання судин мозку ,2019-05,Жіноча,y40-64,37,19.0
5,K91 Захворювання судин мозку ,2019-05,Жіноча,y65+,233,109.0
1,R83 Респіраторні інфекції інші  ,2019-05,Чоловіча,y40-64,5,2.0
5,K91 Захворювання судин мозку ,2019-05,Чоловіча,,1,1.0
5,K91 Захворювання судин мозку ,2019-05,Чоловіча,y40-64,22,9.0
5,K91 Захворювання судин мозку ,2019-05,Чоловіча,y65+,63,29.0
2,U70 Пієлонефрит / пієліт  ,2019-05,Чоловіча,y65+,1,
2,U70 Пієлонефрит / пієліт  ,2019-05,Чоловіча,y18-39,1,
2,U70 Пієлонефрит / пієліт  ,2019-05,Жіноча,y65+,5,4.0
2,U70 Пієлонефрит / пієліт  ,2019-05,Жіноча,y40-64,3,2.0
2,U70 Пієлонефрит / пієліт  ,2019-05,Жіноча,y18-39,4,2.0
3,A77 Вірусні захворювання інші / БДУ  ,2019-05,Жіноча,y0-5,12,10.0
1,R96 Астма  ,2019-05,Жіноча,y18-39,1,
1,R96 Астма  ,2019-05,Жіноча,y40-64,4,
1,R96 Астма  ,2019-05,Жіноча,y65+,5,1.0
5,K91 Захворювання судин мозку ,2019-05,Чоловіча,y18-39,1,
1,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y0-5,77,26.0
1,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,,12,7.0
5,K95 Варикозне розширення вен ніг ,2019-05,Чоловіча,y40-64,4,1.0
2,R96 Астма  ,2019-05,Чоловіча,,1,
2,R96 Астма  ,2019-05,Жіноча,y65+,9,4.0
5,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,,2,1.0
5,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,y0-5,6,5.0
5,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,y18-39,10,5.0
5,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,y40-64,13,7.0
5,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,y6-17,10,5.0
5,R83 Респіраторні інфекції інші  ,2019-05,Жіноча,y65+,2,1.0
2,R96 Астма  ,2019-05,Жіноча,y40-64,2,1.0
2,R96 Астма  ,2019-05,Жіноча,y18-39,1,
5,R83 Респіраторні інфекції інші  ,2019-05,Чоловіча,y0-5,2,2.0
5,R83 Респіраторні інфекції інші  ,2019-05,Чоловіча,y18-39,10,5.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Жіноча,y18-39,2,1.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Жіноча,y40-64,8,2.0
1,S88 Контактний/алергічний дерматит  ,2019-05,Жіноча,,3,2.0
1,S88 Контактний/алергічний дерматит  ,2019-05,Жіноча,y0-5,4,3.0
1,S88 Контактний/алергічний дерматит  ,2019-05,Жіноча,y18-39,3,3.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Жіноча,y65+,8,3.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Чоловіча,y18-39,3,3.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Чоловіча,y40-64,3,2.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Чоловіча,y65+,5,1.0
5,K77 Серцева недостатність  ,2019-05,Жіноча,y65+,10,1.0
1,R74 Гостра інфекція верхніх дихальних шляхів   K76 ІХС без стенокардії  ,2019-05,Чоловіча,y65+,2,2.0
2,R96 Астма  ,2019-05,Чоловіча,y18-39,3,
2,R96 Астма  ,2019-05,Чоловіча,y40-64,3,1.0
5,L74 Перелом: кисть/стопа ,2019-05,Чоловіча,y6-17,1,1.0
5,L74 Перелом: кисть/стопа ,2019-05,Чоловіча,y40-64,1,1.0
5,K80 Серцева аритмія БДУ  ,2019-05,Жіноча,y40-64,5,2.0
1,R75 Синусит гострий / хронічний  ,2019-05,Чоловіча,y40-64,2,
1,R75 Синусит гострий / хронічний  ,2019-05,Чоловіча,y18-39,6,2.0
3,D97 Захворювання печінки БДУ  ,2019-05,Жіноча,y40-64,8,4.0
3,D97 Захворювання печінки БДУ  ,2019-05,Жіноча,y65+,1,
3,D97 Захворювання печінки БДУ  ,2019-05,Чоловіча,y40-64,6,3.0
3,D97 Захворювання печінки БДУ  ,2019-05,Чоловіча,y65+,1,1.0
1,R75 Синусит гострий / хронічний  ,2019-05,Чоловіча,y0-5,2,2.0
1,R75 Синусит гострий / хронічний  ,2019-05,Чоловіча,,1,1.0
1,R75 Синусит гострий / хронічний  ,2019-05,Жіноча,y65+,1,1.0
1,R75 Синусит гострий / хронічний  ,2019-05,Жіноча,y6-17,1,1.0
1,R74 Гостра інфекція верхніх дихальних шляхів   K76 ІХС без стенокардії  ,2019-05,Чоловіча,y18-39,2,
1,S87 Дерматит / атопічна екзема  ,2019-05,Жіноча,y6-17,4,4.0
1,S87 Дерматит / атопічна екзема  ,2019-05,Чоловіча,y18-39,3,
1,R75 Синусит гострий / хронічний  ,2019-05,Жіноча,y40-64,7,4.0
1,R75 Синусит гострий / хронічний  ,2019-05,Жіноча,y18-39,1,1.0
2,R97 Алергічний риніт  ,2019-05,Чоловіча,y6-17,1,1.0
2,R97 Алергічний риніт  ,2019-05,Чоловіча,y0-5,1,1.0
2,R97 Алергічний риніт  ,2019-05,Жіноча,y65+,1,
2,R97 Алергічний риніт  ,2019-05,Жіноча,y6-17,1,1.0
1,S87 Дерматит / атопічна екзема  ,2019-05,Чоловіча,y6-17,4,3.0
5,L74 Перелом: кисть/стопа ,2019-05,Жіноча,y6-17,6,
5,L74 Перелом: кисть/стопа ,2019-05,Жіноча,y65+,1,1.0
5,L74 Перелом: кисть/стопа ,2019-05,Чоловіча,y18-39,1,1.0
1,S87 Дерматит / атопічна екзема  ,2019-05,Чоловіча,y0-5,7,6.0
5,K80 Серцева аритмія БДУ  ,2019-05,Жіноча,y65+,5,3.0
1,R74 Гостра інфекція верхніх дихальних шляхів   K76 ІХС без стенокардії  ,2019-05,Жіноча,y65+,12,3.0
1,S88 Контактний/алергічний дерматит  ,2019-05,Чоловіча,y0-5,4,3.0
5,K76 ІХС без стенокардії  ,2019-05,Жіноча,,5,3.0
3,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y18-39,1,1.0
3,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y6-17,4,4.0
3,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y65+,1,1.0
3,"F99 Захворювання ока/придатків, інші  ",2019-05,Чоловіча,y6-17,10,8.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,y65+,16,10.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,y6-17,341,170.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,y40-64,183,101.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,y18-39,321,129.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,y0-5,401,193.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,,32,17.0
2,R95 ХОЗЛ  ,2019-05,Чоловіча,y65+,3,1.0
2,R95 ХОЗЛ  ,2019-05,Чоловіча,y40-64,4,2.0
2,R95 ХОЗЛ  ,2019-05,Чоловіча,y18-39,2,1.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,y65+,11,4.0
2,R95 ХОЗЛ  ,2019-05,Жіноча,y65+,12,4.0
2,R95 ХОЗЛ  ,2019-05,Жіноча,y40-64,2,1.0
2,R90 Гіпертрофія мигдалин / аденоїди  ,2019-05,Чоловіча,y0-5,1,1.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,y6-17,322,186.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,y40-64,204,93.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,y18-39,193,96.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,y0-5,387,192.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,,25,15.0
5,K76 ІХС без стенокардії  ,2019-05,Жіноча,y18-39,1,1.0
5,K76 ІХС без стенокардії  ,2019-05,Жіноча,y40-64,172,70.0
5,K76 ІХС без стенокардії  ,2019-05,Жіноча,y65+,421,158.0
5,K76 ІХС без стенокардії  ,2019-05,Чоловіча,,4,2.0
1,S88 Контактний/алергічний дерматит  ,2019-05,Чоловіча,y6-17,2,2.0
5,L76 Перелом: інші ,2019-05,Жіноча,y6-17,2,
5,L76 Перелом: інші ,2019-05,Жіноча,y65+,1,
5,R83 Респіраторні інфекції інші  ,2019-05,Чоловіча,y40-64,2,2.0
5,R83 Респіраторні інфекції інші  ,2019-05,Чоловіча,y6-17,6,5.0
5,R83 Респіраторні інфекції інші  ,2019-05,Чоловіча,y65+,1,1.0
3,"D99 Хвороба системи травлення, ін.  ",2019-05,Жіноча,y18-39,14,6.0
3,"D99 Хвороба системи травлення, ін.  ",2019-05,Жіноча,y40-64,19,8.0
3,"D99 Хвороба системи травлення, ін.  ",2019-05,Жіноча,y6-17,3,3.0
5,L76 Перелом: інші ,2019-05,Чоловіча,y6-17,2,2.0
3,"D99 Хвороба системи травлення, ін.  ",2019-05,Жіноча,y65+,17,9.0
1,R74 Гостра інфекція верхніх дихальних шляхів   K76 ІХС без стенокардії  ,2019-05,Жіноча,y40-64,4,3.0
3,"D99 Хвороба системи травлення, ін.  ",2019-05,Чоловіча,y18-39,12,9.0
3,"D99 Хвороба системи травлення, ін.  ",2019-05,Чоловіча,y6-17,7,4.0
3,"D99 Хвороба системи травлення, ін.  ",2019-05,Чоловіча,y65+,4,
3,F70 Кон'юнктивіт інфекційний  ,2019-05,Жіноча,y0-5,1,
3,F70 Кон'юнктивіт інфекційний  ,2019-05,Чоловіча,y0-5,1,
3,F70 Кон'юнктивіт інфекційний  ,2019-05,Чоловіча,y18-39,1,1.0
5,K76 ІХС без стенокардії  ,2019-05,Чоловіча,y65+,160,56.0
5,K76 ІХС без стенокардії  ,2019-05,Чоловіча,y40-64,80,36.0
5,K76 ІХС без стенокардії  ,2019-05,Чоловіча,y18-39,2,
3,F92 Катаракта  ,2019-05,Жіноча,y40-64,4,1.0
3,F92 Катаракта  ,2019-05,Жіноча,y65+,6,1.0
3,F92 Катаракта  ,2019-05,Чоловіча,y65+,3,1.0
3,"D99 Хвороба системи травлення, ін.  ",2019-05,Чоловіча,y40-64,9,2.0
2,R84 Злоякісне новоутворення бронхів / легень  ,2019-05,Чоловіча,y65+,3,1.0
5,K80 Серцева аритмія БДУ  ,2019-05,Чоловіча,y18-39,1,
3,D87 Розлад функції шлунку  ,2019-05,Чоловіча,y65+,4,
3,D72 Вірусний гепатит  ,2019-05,Жіноча,y18-39,2,1.0
5,K99 Захворювання (К) інші ,2019-05,Жіноча,y6-17,5,5.0
5,K84 Хвороби серця інші  ,2019-05,Чоловіча,y6-17,28,25.0
5,K84 Хвороби серця інші  ,2019-05,Чоловіча,y40-64,7,2.0
5,K84 Хвороби серця інші  ,2019-05,Чоловіча,y18-39,2,1.0
5,K84 Хвороби серця інші  ,2019-05,Жіноча,y65+,8,1.0
5,K84 Хвороби серця інші  ,2019-05,Жіноча,y6-17,20,20.0
5,K84 Хвороби серця інші  ,2019-05,Жіноча,y40-64,3,3.0
5,K84 Хвороби серця інші  ,2019-05,Жіноча,y18-39,2,1.0
1,R77 Гострий ларингіт / трахеїт  ,2019-05,Чоловіча,y18-39,7,4.0
5,K99 Захворювання (К) інші ,2019-05,Жіноча,y65+,3,2.0
5,K99 Захворювання (К) інші ,2019-05,Чоловіча,y40-64,2,2.0
5,K99 Захворювання (К) інші ,2019-05,Чоловіча,y6-17,4,4.0
2,S98 Кропив'янка  ,2019-05,Жіноча,y6-17,1,1.0
2,S98 Кропив'янка  ,2019-05,Жіноча,y40-64,3,1.0
2,S88 Контактний/алергічний дерматит  ,2019-05,Чоловіча,y0-5,4,3.0
1,R77 Гострий ларингіт / трахеїт  ,2019-05,Чоловіча,y0-5,14,7.0
1,R77 Гострий ларингіт / трахеїт  ,2019-05,Жіноча,y65+,4,2.0
1,R77 Гострий ларингіт / трахеїт  ,2019-05,Жіноча,y6-17,1,1.0
1,R77 Гострий ларингіт / трахеїт  ,2019-05,Жіноча,y40-64,14,6.0
1,R77 Гострий ларингіт / трахеїт  ,2019-05,Жіноча,y18-39,4,2.0
1,R77 Гострий ларингіт / трахеїт  ,2019-05,Жіноча,y0-5,7,1.0
2,S88 Контактний/алергічний дерматит  ,2019-05,Чоловіча,,1,1.0
1,R77 Гострий ларингіт / трахеїт  ,2019-05,Чоловіча,y40-64,4,2.0
5,K99 Захворювання (К) інші ,2019-05,Жіноча,y40-64,3,2.0
5,K99 Захворювання (К) інші ,2019-05,Жіноча,y18-39,1,1.0
1,R99 Захворювання дихальної системи ін.  ,2019-05,Чоловіча,y65+,5,1.0
5,K95 Варикозне розширення вен ніг ,2019-05,Чоловіча,y65+,1,
1,R99 Захворювання дихальної системи ін.  ,2019-05,Жіноча,y18-39,4,2.0
1,R99 Захворювання дихальної системи ін.  ,2019-05,Жіноча,y40-64,13,8.0
1,R99 Захворювання дихальної системи ін.  ,2019-05,Жіноча,y6-17,4,3.0
3,B70 Лімфаденіт гострий  ,2019-05,Чоловіча,y18-39,1,1.0
3,B70 Лімфаденіт гострий  ,2019-05,Чоловіча,y6-17,3,2.0
3,B80 Залізодефіцитна анемія  ,2019-05,Жіноча,y0-5,2,
3,B80 Залізодефіцитна анемія  ,2019-05,Жіноча,y65+,3,1.0
3,"B99 Інші захворювання (кров, лімф.орг.,селез)  ",2019-05,Жіноча,y40-64,1,
3,"B99 Інші захворювання (кров, лімф.орг.,селез)  ",2019-05,Жіноча,y6-17,1,
3,"B99 Інші захворювання (кров, лімф.орг.,селез)  ",2019-05,Чоловіча,y65+,1,1.0
2,S88 Контактний/алергічний дерматит  ,2019-05,Жіноча,y65+,1,
3,D01 Біль у животі /кольки без локалізації  ,2019-05,Жіноча,y6-17,1,
1,R77 Гострий ларингіт / трахеїт  ,2019-05,Чоловіча,y6-17,5,3.0
2,"S99 Шкірні захворювання, інші  ",2019-05,Чоловіча,y18-39,3,2.0
2,"S99 Шкірні захворювання, інші  ",2019-05,Чоловіча,y0-5,2,2.0
2,"S99 Шкірні захворювання, інші  ",2019-05,Жіноча,y65+,2,2.0
2,"S99 Шкірні захворювання, інші  ",2019-05,Жіноча,y40-64,2,2.0
2,"S99 Шкірні захворювання, інші  ",2019-05,Жіноча,,1,1.0
1,R99 Захворювання дихальної системи ін.  ,2019-05,Жіноча,y65+,4,3.0
1,R99 Захворювання дихальної системи ін.  ,2019-05,Чоловіча,,1,1.0
1,R99 Захворювання дихальної системи ін.  ,2019-05,Чоловіча,y18-39,6,2.0
1,R99 Захворювання дихальної системи ін.  ,2019-05,Чоловіча,y40-64,4,1.0
1,R99 Захворювання дихальної системи ін.  ,2019-05,Чоловіча,y6-17,1,1.0
1,R77 Гострий ларингіт / трахеїт  ,2019-05,Чоловіча,y65+,1,1.0
5,K80 Серцева аритмія БДУ  ,2019-05,Чоловіча,y65+,2,
2,S88 Контактний/алергічний дерматит  ,2019-05,Жіноча,y6-17,2,1.0
2,S87 Дерматит / атопічна екзема  ,2019-05,Жіноча,y40-64,3,1.0
5,L03 Поперек - симптоми/скарги ,2019-05,Чоловіча,y40-64,8,3.0
5,L03 Поперек - симптоми/скарги ,2019-05,Чоловіча,y6-17,1,1.0
5,L03 Поперек - симптоми/скарги ,2019-05,Чоловіча,y65+,3,1.0
1,R76 Гострий тонзиліт  ,2019-05,Чоловіча,,1,1.0
1,R76 Гострий тонзиліт  ,2019-05,Жіноча,y65+,2,1.0
1,R76 Гострий тонзиліт  ,2019-05,Жіноча,y6-17,6,3.0
1,R76 Гострий тонзиліт  ,2019-05,Жіноча,y40-64,12,5.0
1,R76 Гострий тонзиліт  ,2019-05,Жіноча,y18-39,4,2.0
1,R76 Гострий тонзиліт  ,2019-05,Жіноча,y0-5,4,1.0
1,R76 Гострий тонзиліт  ,2019-05,Жіноча,,4,1.0
2,R99 Захворювання дихальної системи ін.  ,2019-05,Чоловіча,y40-64,2,1.0
2,R99 Захворювання дихальної системи ін.  ,2019-05,Жіноча,y65+,1,1.0
2,R99 Захворювання дихальної системи ін.  ,2019-05,Жіноча,y40-64,3,
2,R99 Захворювання дихальної системи ін.  ,2019-05,Жіноча,y18-39,3,2.0
3,D87 Розлад функції шлунку  ,2019-05,Жіноча,y0-5,1,1.0
3,D87 Розлад функції шлунку  ,2019-05,Жіноча,y18-39,1,1.0
3,D87 Розлад функції шлунку  ,2019-05,Жіноча,y40-64,3,1.0
1,S87 Дерматит / атопічна екзема  ,2019-05,Жіноча,y0-5,1,1.0
1,S87 Дерматит / атопічна екзема  ,2019-05,Жіноча,y40-64,5,1.0
3,D87 Розлад функції шлунку  ,2019-05,Жіноча,y6-17,2,2.0
3,D87 Розлад функції шлунку  ,2019-05,Жіноча,y65+,2,1.0
3,D87 Розлад функції шлунку  ,2019-05,Чоловіча,y18-39,9,1.0
3,D87 Розлад функції шлунку  ,2019-05,Чоловіча,y40-64,4,1.0
5,L03 Поперек - симптоми/скарги ,2019-05,Чоловіча,y18-39,2,2.0
5,L03 Поперек - симптоми/скарги ,2019-05,Жіноча,y65+,4,4.0
3,D86 Виразкова хвороба ін.  ,2019-05,Чоловіча,y40-64,3,
3,D86 Виразкова хвороба ін.  ,2019-05,Жіноча,y40-64,2,1.0
5,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Чоловіча,y18-39,52,9.0
5,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Чоловіча,y0-5,70,22.0
5,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Чоловіча,,1,1.0
5,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y65+,34,18.0
5,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y6-17,53,20.0
3,D75 Злоякісне новоутв. товстої / прямої кишки  ,2019-05,Жіноча,y65+,1,1.0
3,D75 Злоякісне новоутв. товстої / прямої кишки  ,2019-05,Чоловіча,y40-64,1,
5,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y40-64,88,33.0
5,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y18-39,49,17.0
5,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y0-5,70,31.0
5,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,,4,3.0
2,S88 Контактний/алергічний дерматит  ,2019-05,Жіноча,y0-5,1,1.0
3,D83 Захворювання роту / язика / губ  ,2019-05,Чоловіча,y0-5,1,
3,D85 Виразка дванадцятипалої кишки  ,2019-05,Жіноча,y40-64,2,
3,D85 Виразка дванадцятипалої кишки  ,2019-05,Жіноча,y65+,2,
5,L03 Поперек - симптоми/скарги ,2019-05,Жіноча,y18-39,4,2.0
5,L03 Поперек - симптоми/скарги ,2019-05,Жіноча,y40-64,7,2.0
3,D85 Виразка дванадцятипалої кишки  ,2019-05,Чоловіча,y18-39,1,
3,D85 Виразка дванадцятипалої кишки  ,2019-05,Чоловіча,y40-64,3,1.0
3,D85 Виразка дванадцятипалої кишки  ,2019-05,Чоловіча,y65+,1,
1,R76 Гострий тонзиліт  ,2019-05,Чоловіча,y65+,2,2.0
1,R76 Гострий тонзиліт  ,2019-05,Чоловіча,y6-17,4,2.0
1,R76 Гострий тонзиліт  ,2019-05,Чоловіча,y40-64,2,1.0
1,R76 Гострий тонзиліт  ,2019-05,Чоловіча,y18-39,17,8.0
3,D85 Виразка дванадцятипалої кишки  ,2019-05,Жіноча,y18-39,1,
5,R81 Пневмонія  ,2019-05,Чоловіча,y6-17,20,4.0
1,L81 Травма опорно-рухової системи БДУ ,2019-05,Чоловіча,y6-17,2,1.0
3,L86 Спинний синдром з іррадіацією болю ,2019-05,Жіноча,y40-64,14,6.0
5,U70 Пієлонефрит / пієліт  ,2019-05,Жіноча,y6-17,3,3.0
1,D87 Розлад функції шлунку  ,2019-05,Чоловіча,y65+,1,1.0
4,K86 Гіпертонія неускладнена  ,2019-05,Жіноча,y18-39,5,4.0
4,K86 Гіпертонія неускладнена  ,2019-05,Жіноча,y40-64,33,16.0
4,K86 Гіпертонія неускладнена  ,2019-05,Жіноча,y65+,29,20.0
4,K86 Гіпертонія неускладнена  ,2019-05,Чоловіча,y18-39,6,2.0
4,K86 Гіпертонія неускладнена  ,2019-05,Чоловіча,y40-64,19,12.0
4,K86 Гіпертонія неускладнена  ,2019-05,Чоловіча,y65+,9,6.0
5,A72 Вітряна віспа  ,2019-05,Чоловіча,y6-17,4,2.0
5,A72 Вітряна віспа  ,2019-05,Чоловіча,y0-5,15,8.0
5,A72 Вітряна віспа  ,2019-05,Жіноча,y6-17,7,3.0
5,A72 Вітряна віспа  ,2019-05,Жіноча,y18-39,8,2.0
5,A72 Вітряна віспа  ,2019-05,Жіноча,y0-5,16,8.0
1,D87 Розлад функції шлунку  ,2019-05,Чоловіча,y6-17,1,1.0
5,U70 Пієлонефрит / пієліт  ,2019-05,Жіноча,y40-64,15,3.0
1,D87 Розлад функції шлунку  ,2019-05,Чоловіча,y40-64,1,1.0
1,D87 Розлад функції шлунку  ,2019-05,Жіноча,y65+,1,1.0
1,D87 Розлад функції шлунку  ,2019-05,Жіноча,y6-17,4,2.0
1,D87 Розлад функції шлунку  ,2019-05,Жіноча,y40-64,1,
1,D87 Розлад функції шлунку  ,2019-05,Жіноча,y18-39,2,1.0
1,D87 Розлад функції шлунку  ,2019-05,Жіноча,y0-5,1,
5,U70 Пієлонефрит / пієліт  ,2019-05,Жіноча,y65+,4,3.0
5,U70 Пієлонефрит / пієліт  ,2019-05,Чоловіча,y18-39,2,
5,U70 Пієлонефрит / пієліт  ,2019-05,Чоловіча,y40-64,7,3.0
5,U70 Пієлонефрит / пієліт  ,2019-05,Чоловіча,y6-17,1,1.0
5,U70 Пієлонефрит / пієліт  ,2019-05,Чоловіча,y65+,3,1.0
4,K87 Гіпертонія з ускладненням  ,2019-05,Жіноча,,1,1.0
4,K87 Гіпертонія з ускладненням  ,2019-05,Жіноча,y40-64,5,3.0
4,K87 Гіпертонія з ускладненням  ,2019-05,Жіноча,y65+,26,10.0
4,K87 Гіпертонія з ускладненням  ,2019-05,Чоловіча,y40-64,1,1.0
1,D87 Розлад функції шлунку  ,2019-05,Чоловіча,y18-39,3,1.0
5,U70 Пієлонефрит / пієліт  ,2019-05,Жіноча,y18-39,9,3.0
5,U70 Пієлонефрит / пієліт  ,2019-05,Жіноча,y0-5,1,
4,K85 Підвищений артеріальний тиск  ,2019-05,Чоловіча,y65+,5,3.0
